,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
2279,3056.0,French,France,24.0,woman,France: North East,very,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,not at all,no,no,no,no,no,,,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210520.0,Women 21-25,,,,,,,,,,North East,0.8525325875889187
2280,3059.0,Portuguese,Portugal,20.0,woman,Portugal: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,very,a little,very,a little,moderately,moderately,moderately,20210520.0,Women 16-20,,,,,,,,North,,,1.55779706018119
2281,3060.0,Portuguese,Portugal,24.0,man,Portugal: North,extremely,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,no,yes,yes,no,,a little,very,a little,a little,a little,a little,,a little,20210520.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
2282,3063.0,English,India,21.0,woman,India: East India,very,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,no,yes,yes,yes,no,no,no,moderately,moderately,a little,a little,a little,extremely,moderately,a little,very,20210520.0,Women 21-25,,,,East India,,,,,,,0.8480959604196836
2283,3064.0,French,France,24.0,man,France: South,very,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,not at all,yes,yes,no,no,yes,no,no,yes,no,moderately,moderately,a little,a little,moderately,not at all,a little,not at all,a little,20210520.0,Men 21-25,,,,,,,,,,South,0.9551268394081684
2284,3066.0,French,France,25.0,woman,France: North East,extremely,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,very,extremely,not at all,20210520.0,Women 21-25,,,,,,,,,,North East,0.8525325875889187
2285,3067.0,English,Nigeria,23.0,man,Nigeria: North Central,a little,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,,a little,yes,yes,yes,no,no,yes,yes,yes,no,moderately,very,moderately,moderately,moderately,very,moderately,moderately,moderately,20210520.0,Men 21-25,,,,,North Central,,,,,,0.3940813394917377
2286,3068.0,Portuguese,Portugal,19.0,woman,Portugal: Algarve,very,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,a little,no,no,yes,yes,no,yes,yes,no,no,moderately,moderately,moderately,a little,moderately,a little,moderately,a little,a little,20210520.0,Women 16-20,,,,,,,,Algarve,,,1.5542325904211605
2287,3071.0,English,India,20.0,man,India: North India,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,very,very,very,very,extremely,very,moderately,moderately,20210520.0,Men 16-20,,,,North India,,,,,,,1.4754948727237758
2288,3073.0,English,Nigeria,22.0,man,Nigeria: South East,moderately,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,no,yes,no,no,yes,yes,yes,not at all,a little,a little,a little,a little,not at all,not at all,not at all,not at all,20210520.0,Men 21-25,,,,,South East,,,,,,0.39242804533237147
2289,3074.0,English,Nigeria,24.0,woman,Nigeria: South West,very,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,a little,very,not at all,extremely,a little,not at all,20210520.0,Women 21-25,,,,,South West,,,,,,0.43344073413242235
2290,3075.0,English,Nigeria,21.0,man,Nigeria: South West,not worried,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,,no,yes,yes,yes,yes,no,no,no,yes,yes,not at all,no,yes,no,no,no,no,yes,yes,yes,a little,a little,extremely,not at all,very,moderately,very,very,a little,20210520.0,Men 21-25,,,,,South West,,,,,,0.3114404806500046
2291,3076.0,English,Australia,20.0,man,Australia: Australian Capital Territory,moderately,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,,not at all,,no,no,no,no,,no,no,no,not at all,not at all,not at all,very,not at all,a little,not at all,,moderately,20210520.0,Men 16-20,Australian Capital Territory,,,,,,,,,,1.1471480462743575
2292,3077.0,English,India,25.0,man,India: North India,a little,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,a little,yes,no,yes,yes,yes,no,yes,yes,no,moderately,very,moderately,extremely,not at all,moderately,moderately,a little,very,20210520.0,Men 21-25,,,,North India,,,,,,,0.8147417338887302
2293,3078.0,English,United Kingdom,25.0,woman,United Kingdom: South,moderately,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,not at all,no,no,yes,yes,no,no,yes,yes,no,moderately,moderately,moderately,moderately,very,moderately,moderately,moderately,moderately,20210520.0,Women 21-25,,,South,,,,,,,,0.9122757883172335
2294,3079.0,Portuguese,Portugal,19.0,woman,Portugal: Lisboa & Tagus Valley,extremely,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,not at all,no,no,no,yes,no,yes,yes,yes,yes,a little,moderately,a little,a little,a little,not at all,a little,a little,not at all,20210520.0,Women 16-20,,,,,,,,Lisboa & Tagus Valley,,,1.3996835151754006
2295,3081.0,English,Australia,19.0,man,Australia: Western Australia,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,yes,yes,yes,no,yes,no,yes,yes,yes,very,very,very,very,very,very,very,very,very,20210520.0,Men 16-20,Western Australia,,,,,,,,,,1.1535912600815725
2296,3082.0,Portuguese,Portugal,22.0,man,Portugal: Center,very,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,a little,moderately,a little,moderately,a little,moderately,moderately,a little,not at all,20210520.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
2297,3083.0,English,India,22.0,man,India: North India,very,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,moderately,no,yes,yes,yes,no,yes,no,no,no,moderately,a little,a little,very,a little,very,a little,a little,very,20210520.0,Men 21-25,,,,North India,,,,,,,0.8147417338887302
2298,3084.0,Finnish,Finland,25.0,woman,Finland: South Finland,very,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,not at all,no,yes,no,no,yes,yes,no,yes,yes,a little,moderately,a little,a little,a little,moderately,a little,moderately,moderately,20210520.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
2299,3086.0,English,Nigeria,25.0,man,Nigeria: North West,extremely,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,moderately,yes,yes,yes,yes,no,no,yes,yes,yes,a little,very,a little,moderately,a little,very,a little,a little,moderately,20210520.0,Men 21-25,,,,,North West,,,,,,1.59501766914096
2300,3089.0,English,Nigeria,21.0,man,Nigeria: North Central,moderately,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,moderately,no,yes,yes,yes,no,yes,yes,yes,yes,not at all,not at all,not at all,moderately,not at all,moderately,not at all,not at all,moderately,20210520.0,Men 21-25,,,,,North Central,,,,,,0.3940813394917377
2301,3090.0,Finnish,Finland,20.0,man,Finland: South Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,not at all,no,yes,yes,yes,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210520.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
2302,3092.0,Portuguese,Portugal,18.0,woman,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,,not at all,no,no,yes,,no,no,yes,yes,yes,very,very,a little,a little,very,very,moderately,very,not at all,20210520.0,Women 16-20,,,,,,,,Center,,,1.4330578651828094
2303,3093.0,English,Nigeria,21.0,man,Nigeria: North Central,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,,moderately,yes,yes,yes,yes,yes,yes,no,no,no,a little,a little,moderately,a little,a little,moderately,a little,moderately,a little,20210520.0,Men 21-25,,,,,North Central,,,,,,0.3940813394917377
2304,3094.0,French,France,25.0,woman,France: North West,moderately,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,,a little,,,,,,,,,,,,,,,,,,,20210520.0,Women 21-25,,,,,,,,,,North West,1.0296639405015962
2305,3096.0,English,Nigeria,25.0,man,Nigeria: South West,not worried,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,a little,no,yes,no,yes,no,yes,no,no,no,a little,a little,a little,very,moderately,moderately,a little,a little,moderately,20210520.0,Men 21-25,,,,,South West,,,,,,0.3114404806500046
2306,3097.0,Portuguese,Portugal,24.0,woman,Portugal: North,moderately,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,not at all,yes,no,yes,no,no,no,yes,yes,yes,very,very,very,not at all,not at all,a little,very,very,moderately,20210520.0,Women 21-25,,,,,,,,North,,,0.751189496302534
2307,3098.0,English,India,22.0,woman,India: North India,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,no,no,no,not at all,a little,a little,extremely,a little,extremely,a little,a little,extremely,20210520.0,Women 21-25,,,,North India,,,,,,,0.7039234893501642
2308,3100.0,Portuguese,Portugal,22.0,woman,Portugal: Lisboa & Tagus Valley,moderately,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,a little,a little,a little,a little,a little,a little,20210520.0,Women 21-25,,,,,,,,Lisboa & Tagus Valley,,,0.6749451399178247
2309,3101.0,English,Australia,17.0,woman,Australia: Victoria,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,,moderately,no,yes,yes,no,yes,yes,yes,no,no,moderately,moderately,moderately,very,moderately,very,moderately,moderately,moderately,20210520.0,Women 16-20,Victoria,,,,,,,,,,0.91285867084328
2310,3102.0,English,India,19.0,man,India: North India,not worried,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,a little,yes,no,yes,yes,no,yes,no,no,yes,very,a little,a little,moderately,a little,moderately,not at all,not at all,very,20210520.0,Men 16-20,,,,North India,,,,,,,1.4754948727237758
2311,3105.0,English,India,20.0,woman,India: North East India,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,no,moderately,no,yes,yes,yes,yes,no,no,yes,yes,extremely,moderately,extremely,moderately,extremely,moderately,very,a little,extremely,20210520.0,Women 16-20,,,,North East India,,,,,,,1.1995834382781727
2312,3106.0,English,Nigeria,24.0,man,Nigeria: North West,extremely,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,completely reassured,no,no,no,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210520.0,Men 21-25,,,,,North West,,,,,,1.59501766914096
2313,3108.0,English,Nigeria,21.0,woman,Nigeria: South South,extremely,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,not at all,no,no,no,no,no,no,yes,yes,yes,very,extremely,very,moderately,extremely,not at all,extremely,not at all,not at all,20210520.0,Women 21-25,,,,,South South,,,,,,0.48546618435553623
2314,3109.0,English,Nigeria,19.0,man,Nigeria: South South,very,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,,no,yes,,,yes,yes,,a little,no,,yes,,,no,,yes,yes,a little,not at all,very,moderately,not at all,a little,a little,not at all,moderately,20210520.0,Men 16-20,,,,,South South,,,,,,1.1702634251187436
2315,3110.0,English,Australia,18.0,man,Australia: Victoria,moderately,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,,moderately,no,yes,yes,no,no,yes,yes,yes,yes,moderately,very,very,moderately,moderately,a little,very,very,moderately,20210520.0,Men 16-20,Victoria,,,,,,,,,,1.1371012797535018
2316,3111.0,French,France,25.0,woman,France: South,moderately,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,moderately,yes,no,yes,yes,yes,yes,no,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210520.0,Women 21-25,,,,,,,,,,South,0.8061407188169721
2317,3112.0,English,Nigeria,25.0,man,Nigeria: North West,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,moderately,yes,yes,yes,no,yes,yes,no,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210520.0,Men 21-25,,,,,North West,,,,,,1.59501766914096
2318,3113.0,Portuguese,Portugal,23.0,woman,Portugal: North,very,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,no,yes,yes,,no,no,yes,moderately,a little,a little,a little,a little,a little,a little,a little,moderately,20210520.0,Women 21-25,,,,,,,,North,,,0.751189496302534
2319,3114.0,English,Australia,23.0,woman,Australia: Victoria,moderately,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,moderately,yes,yes,yes,yes,yes,no,no,yes,yes,moderately,very,very,moderately,very,very,moderately,moderately,very,20210520.0,Women 21-25,Victoria,,,,,,,,,,0.8102035376159856
2320,3118.0,Portuguese,Portugal,20.0,man,Portugal: Lisboa & Tagus Valley,moderately,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,,yes,yes,yes,yes,,yes,,a little,no,no,no,no,no,no,yes,yes,no,very,a little,a little,moderately,moderately,moderately,moderately,moderately,a little,20210520.0,Men 16-20,,,,,,,,Lisboa & Tagus Valley,,,1.1763757555835912
2321,3121.0,English,Nigeria,20.0,woman,Nigeria: South West,moderately,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,a little,very,a little,very,a little,a little,20210520.0,Women 16-20,,,,,South West,,,,,,1.3349733649441604
2322,3122.0,English,Nigeria,24.0,woman,Nigeria: South West,extremely,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,yes,yes,no,no,no,yes,yes,yes,very,extremely,very,not at all,very,not at all,very,extremely,not at all,20210520.0,Women 21-25,,,,,South West,,,,,,0.43344073413242235
2323,3123.0,English,Nigeria,25.0,man,Nigeria: North East,moderately,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,a little,yes,yes,no,yes,no,yes,yes,yes,yes,moderately,extremely,very,extremely,a little,extremely,very,a little,moderately,20210520.0,Men 21-25,,,,,North East,,,,,,1.582968639987312
2324,3124.0,Portuguese,Portugal,19.0,man,Portugal: Center,very,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,very,yes,yes,no,no,no,no,no,no,yes,a little,moderately,moderately,moderately,moderately,not at all,moderately,very,very,20210520.0,Men 16-20,,,,,,,,Center,,,1.2044255081036508
2325,3125.0,English,Philippines,20.0,man,Philippines: Central Philippines Region,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,no,yes,no,no,no,yes,no,yes,no,not at all,not at all,not at all,extremely,not at all,very,not at all,not at all,very,20210520.0,Men 16-20,,,,,,Central Philippines Region,,,,,2.009671853596458
2326,3126.0,French,France,19.0,woman,France: South,very,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,no,no,no,no,yes,no,yes,yes,yes,a little,a little,moderately,a little,moderately,a little,a little,not at all,not at all,20210520.0,Women 16-20,,,,,,,,,,South,1.049641738847044
2327,3128.0,French,France,18.0,man,France: South,very,no,no,yes,yes,,yes,yes,no,,yes,yes,yes,yes,no,yes,no,yes,yes,yes,,yes,no,no,moderately,no,no,yes,,,no,yes,,yes,extremely,moderately,very,,,very,moderately,,not at all,20210520.0,Men 16-20,,,,,,,,,,South,0.9746617867999019
2328,3129.0,English,Nigeria,23.0,man,Nigeria: South West,extremely,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,completely reassured,yes,no,no,yes,yes,yes,yes,no,yes,moderately,a little,a little,moderately,moderately,very,moderately,a little,a little,20210520.0,Men 21-25,,,,,South West,,,,,,0.3114404806500046
2329,3130.0,English,Nigeria,18.0,woman,Nigeria: North West,moderately,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,moderately,a little,a little,a little,not at all,not at all,20210520.0,Women 16-20,,,,,North West,,,,,,6.836959988227746
2330,3131.0,Finnish,Finland,22.0,woman,Finland: East Finland,very,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,a little,yes,,,yes,yes,yes,,no,no,moderately,moderately,moderately,moderately,moderately,a little,moderately,moderately,moderately,20210520.0,Women 21-25,,,,,,,East Finland,,,,0.7916250521417015
2331,3132.0,French,France,20.0,woman,France: South,moderately,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,moderately,no,yes,yes,no,no,yes,no,yes,yes,moderately,moderately,a little,moderately,very,moderately,not at all,not at all,moderately,20210520.0,Women 16-20,,,,,,,,,,South,1.049641738847044
2332,3134.0,English,Australia,21.0,woman,Australia: New South Wales,extremely,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,not at all,yes,yes,yes,no,no,no,yes,yes,no,not at all,extremely,a little,not at all,extremely,not at all,very,extremely,not at all,20210520.0,Women 21-25,New South Wales,,,,,,,,,,0.7716483180487432
2333,3135.0,Portuguese,Portugal,22.0,woman,Portugal: North,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,,moderately,no,no,yes,no,no,yes,yes,yes,yes,moderately,moderately,moderately,moderately,moderately,,moderately,moderately,moderately,20210520.0,Women 21-25,,,,,,,,North,,,0.751189496302534
2334,3136.0,English,Australia,25.0,woman,Australia: Queensland,very,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,moderately,no,no,no,no,no,no,no,yes,yes,not at all,not at all,not at all,moderately,not at all,a little,a little,moderately,a little,20210520.0,Women 21-25,Queensland,,,,,,,,,,0.9581592997705705
2335,3139.0,Portuguese,Portugal,23.0,woman,Portugal: Center,very,yes,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,moderately,no,no,yes,no,yes,no,yes,yes,yes,moderately,a little,a little,very,very,moderately,moderately,moderately,moderately,20210520.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
2336,3140.0,English,Australia,16.0,woman,Australia: South Australia,very,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,very,no,no,no,yes,yes,no,no,yes,yes,very,very,a little,moderately,very,moderately,moderately,moderately,a little,20210520.0,Women 16-20,South Australia,,,,,,,,,,0.9157517225616252
2337,3141.0,English,Nigeria,23.0,man,Nigeria: North Central,moderately,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,a little,no,no,no,no,no,no,yes,yes,yes,not at all,very,a little,not at all,a little,not at all,not at all,moderately,not at all,20210520.0,Men 21-25,,,,,North Central,,,,,,0.3940813394917377
2338,3143.0,English,India,18.0,woman,India: East India,extremely,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,,completely reassured,yes,yes,yes,yes,no,yes,yes,no,yes,very,a little,very,not at all,a little,moderately,not at all,moderately,extremely,20210520.0,Women 16-20,,,,East India,,,,,,,1.7414054937569843
